City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE_OLD;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential_old;Mobile_potential
Reichshof;0;5.000.001 - 25.000.000;5100000;13;14;20 - 49;291;291;291;49;49;53;51;4;1948.72493765628;2001.5564741466062
Pulheim;0;500.001 - 2.500.000;1300000;1;4;20 - 49;291;290;290;21;24;625;619;30;1876.2830811154795;2809.9620001892577
Emmendingen;0;5.000.001 - 25.000.000;7239323;42;14;10 - 19;291;290;291;18;22;118;117;8;2258.5532084770803;2320.0841873482427
Aurich;0;5.000.001 - 25.000.000;7300000;43;4;20 - 49;291;290;290;22;26;;;;1989.1402146610797;2567.799746682293
Fulda;0;500.001 - 2.500.000;1300000;85;4;20 - 49;291;291;290;39;40;96;92;9;1859.1305342146802;2854.706355854034
Braunsbedra;0;;;1;14;20 - 49;291;292;291;22;25;47;47;1;1990.5556777666802;2549.4552326945304
Kreuzau;0;;;43;20;20 - 49;291;290;292;30;34;50;48;3;1902.5290552438803;2681.4019391721467
Bochum;0;500.001 - 2.500.000;676000;72;14;10 - 19;291;290;291;12;13;544;531;32;1446.59343441348;1999.1020022467178
Bochum;0;2.500.001 - 5.000.000;2526082;44;14;20 - 49;291;291;291;37;37;532;519;32;2352.45350670588;2828.4565343780077
Dortmund;0;;;41;16;10 - 19;291;290;291;12;14;476;464;34;1558.0910545162792;2040.361289986555
Goseck;0;;;62;14;20 - 49;291;291;291;36;37;50;50;1;2128.57257888468;2195.0277459081626
Dortmund;0;2.500.001 - 5.000.000;2710000;44;14;20 - 49;291;291;291;26;30;479;469;25;2360.04498594588;2587.4312812386943
Dortmund;0;;;41;14;20 - 49;291;291;291;46;48;497;484;29;2079.7329704242798;2292.303687694238
Neuss;0;500.001 - 2.500.000;2253440;40;14;20 - 49;291;291;291;20;21;625;616;44;3077.68620819828;3095.7804913379896
Hamburg;0;5.000.001 - 25.000.000;8100000;42;14;20 - 49;291;291;291;40;43;332;283;92;2106.2138539930793;2981.5689928743764
Hoyerswerda;0;2.500.001 - 5.000.000;4000000;42;14;20 - 49;291;290;292;21;24;30;29;3;2063.17116000948;2182.9280808301387
Wetzlar;0;;;43;14;20 - 49;291;291;291;45;49;80;78;2;1954.36477417068;2505.622956369128
Herne;0;500.001 - 2.500.000;800000;72;4;10 - 19;291;290;290;15;19;;;;1482.6662491342802;2267.757443756626
Bonn;0;;;55;14;10 - 19;291;291;291;13;16;421;418;23;1611.2066615914796;2589.4268846794766
Wettringen;0;2.500.001 - 5.000.000;3000000;40;16;20 - 49;291;291;291;43;47;50;49;2;2914.4598655414798;3395.9858024565942
Dortmund;0;2.500.001 - 5.000.000;3900000;55;31;10 - 19;291;291;291;15;19;523;511;29;1728.5886407650792;2119.3154330438947
Weyhe;0;5.000.001 - 25.000.000;5131876;40;14;50 - 99;291;291;291;50;52;287;280;18;2720.090789539079;2805.3373649042683
Goldenstedt;0;2.500.001 - 5.000.000;2800000;15;14;20 - 49;291;292;292;20;24;38;38;3;1941.46724597508;2732.7767010366024
Mülheim;0;500.001 - 2.500.000;690000;41;14;10 - 19;291;291;291;11;15;637;629;29;1374.20000501628;1448.5061904623574
Rietberg;0;500.001 - 2.500.000;1150000;77;14;20 - 49;291;291;291;25;27;75;71;13;1749.92170042668;1999.7972243527345
Künzell;0;2.500.001 - 5.000.000;3650000;44;16;20 - 49;291;291;290;29;32;107;103;9;3100.2408272722805;3850.493288319968
Hamm;0;500.001 - 2.500.000;1875051;43;16;10 - 19;291;290;291;18;20;121;115;13;1863.09694611948;2805.542639070156
Leiblfing;0;500.001 - 2.500.000;1900000;63;14;20 - 49;291;292;291;24;24;19;19;0;2009.30507729868;2180.3452011561903
Aalen;0;500.001 - 2.500.000;1400000;24;14;20 - 49;291;292;291;30;33;;;;1939.29517001148;2436.617717657252
Fulda;0;500.001 - 2.500.000;1950000;39;16;20 - 49;291;290;290;20;25;123;119;9;1972.0187287354797;2759.5879479947375
Hildesheim;0;5.000.001 - 25.000.000;25000000;41;14;20 - 49;291;291;291;49;50;;;;1739.5185123478798;1968.9280979788045
Düsseldorf;0;;;42;14;10 - 19;291;291;291;12;14;868;856;59;1604.7822283967994;2346.7914644657926
Neuenkirchen;0;500.001 - 2.500.000;2100000;42;20;20 - 49;291;290;291;26;28;76;75;2;2016.8965565386802;2029.241059203546
Bremen;0;5.000.001 - 25.000.000;14028379;73;14;20 - 49;291;291;291;36;38;164;157;10;1894.3826939146797;2302.522952072531
Oldenburg;0;2.500.001 - 5.000.000;4800000;55;14;20 - 49;291;291;291;40;41;106;105;2;2124.06555330108;2987.3723768275704
Hamburg;0;500.001 - 2.500.000;1200000;26;31;20 - 49;291;291;291;20;23;;;;1846.4123942914798;1878.674240807891
Neunburg;0;;;43;31;20 - 49;291;290;291;20;25;5;5;0;1889.7342133906802;2686.5386930395807
Drolshagen;0;500.001 - 2.500.000;1200000;40;14;10 - 19;291;290;292;10;14;;;;1604.8569601714798;1872.6478817930804
Fulda;0;500.001 - 2.500.000;700000;9;14;10 - 19;291;291;291;10;13;98;94;9;1316.0698152514801;1457.5095401280264
Edewecht;0;500.001 - 2.500.000;2400000;42;14;10 - 19;291;290;291;16;18;28;28;1;1726.9412068906802;2714.4319703006395
Gießen;0;2.500.001 - 5.000.000;3000000;63;4;20 - 49;291;290;291;20;20;;;;2035.2862589842798;2342.8862633895046
Aachen;0;2.500.001 - 5.000.000;4800000;27;4;20 - 49;291;291;291;48;53;;;;2109.70788961308;2114.050381807968
Siegen;0;500.001 - 2.500.000;1915000;31;18;20 - 49;291;291;290;30;30;90;85;11;2000.4040652026802;2944.6185025087316
Schwandorf;0;100.001 - 250.000;150000;1;13;20 - 49;290;290;292;28;30;20;20;0;1469.1963615358802;1704.5881402174562
Wedel;0;500.001 - 2.500.000;1375444;21;14;10 - 19;291;291;291;14;18;;;;1577.6052692602798;2106.7676182587757
Fulda;0;;;76;4;20 - 49;291;291;291;26;31;97;93;9;2002.5388928506804;2405.011924368851
Plettenberg;0;2.500.001 - 5.000.000;4500000;24;14;20 - 49;291;290;292;35;40;;;;2083.6196496982798;2784.234762491131
Wuppertal;0;500.001 - 2.500.000;1800000;42;14;10 - 19;291;291;291;10;11;;;;1553.1473399914798;2132.6816789327486
Plettenberg;0;2.500.001 - 5.000.000;4500000;16;14;20 - 49;291;290;292;29;33;25;25;1;1978.18378709748;2033.722078911773
Güstrow;0;500.001 - 2.500.000;2000000;27;14;20 - 49;291;291;292;35;35;18;18;0;1973.9501376238802;2742.306020309232
Bad Saulgau;0;5.000.001 - 25.000.000;12500000;41;14;20 - 49;291;290;292;29;32;23;23;0;1871.3486972554801;2588.1248021790498
Schönteichen;0;500.001 - 2.500.000;1568446;40;14;10 - 19;291;290;290;16;17;;;;2503.94763965748;2716.723509057343
Krostitz;0;;;17;14;10 - 19;291;290;290;15;20;270;270;9;1602.3056494954794;2303.89133974587
Hilders;0;2.500.001 - 5.000.000;2800000;16;14;20 - 49;291;292;292;33;38;4;4;0;1931.8530056086802;2277.9603686610335
Ellerbek;0;2.500.001 - 5.000.000;4180588;39;14;20 - 49;291;291;291;39;39;1081;864;360;2203.9127379791994;2216.096515477127
Ofterschwang;0;500.001 - 2.500.000;2330000;82;14;20 - 49;291;291;291;35;37;34;34;1;2009.30507729868;2116.5556282862576
Bremerhaven;0;2.500.001 - 5.000.000;3900000;27;14;20 - 49;291;290;290;46;50;69;67;4;2096.70962900028;2509.5237134292092
Brandenburg;0;;;43;14;20 - 49;291;291;290;43;46;42;42;3;1953.0552413146802;2811.1298697175616
Herten;0;500.001 - 2.500.000;1600000;43;16;10 - 19;291;290;291;10;14;;;;1429.37546574828;1487.4140740438372
Haar;0;5.000.001 - 25.000.000;7100000;55;14;10 - 19;290;290;291;13;16;673;656;42;1734.2642768770788;2022.228510668707
Hamburg;0;2.500.001 - 5.000.000;3118000;62;20;20 - 49;291;290;291;46;49;1687;1296;634;1933.203585512399;2426.6051097580853
Ladenburg;0;2.500.001 - 5.000.000;4000000;40;14;20 - 49;291;291;291;29;34;556;544;44;3559.0142614222805;4060.009639978343
Gelnhausen;0;500.001 - 2.500.000;1600000;43;18;20 - 49;291;291;291;29;30;68;66;2;1900.89823843068;1963.2078848822073
Kulmbach;0;250.001 - 500.000;460000;69;24;20 - 49;291;291;292;22;23;47;45;7;1564.4943976318802;2511.520885839827
Wuppertal;0;5.000.001 - 25.000.000;10000000;42;16;20 - 49;291;291;291;40;44;;;;2079.3106965730794;2501.229646481485
Memmingen;0;500.001 - 2.500.000;1200000;17;4;10 - 19;291;290;291;13;16;;;;1489.79827401228;2469.858353860418
Twistringen;0;5.000.001 - 25.000.000;5095437;42;14;10 - 19;291;291;291;16;17;20;20;2;1788.3403013962798;2484.351898868999
Hagen;0;5.000.001 - 25.000.000;6500000;43;4;10 - 19;291;291;291;13;16;208;204;7;1617.665452969079;2223.2165797220036
Gotha;0;500.001 - 2.500.000;1500000;31;14;10 - 19;291;291;291;19;23;94;90;15;1891.1943675226803;2665.4877230559687
Gensingen;0;2.500.001 - 5.000.000;3216946;43;14;20 - 49;291;290;291;22;22;107;106;6;1988.8738227562799;2401.7824133960194
Hoyerswerda;0;5.000.001 - 25.000.000;10000000;41;14;20 - 49;290;290;292;38;39;31;30;3;2031.99047026068;2437.227295569941
Krefeld;0;;;40;16;10 - 19;291;291;291;10;14;312;308;14;1932.3365156854793;2712.592989287228
Bad Nauheim;0;;;63;20;10 - 19;291;291;290;16;19;;;;1745.3961190954801;1768.9370434860502
Bergen;0;;;44;14;20 - 49;291;291;292;20;25;;;;2290.60123864788;2476.1930666759035
Neckarbischofsheim;0;5.000.001 - 25.000.000;6800000;15;14;20 - 49;291;292;292;35;37;66;65;1;2044.25024422548;2747.722767386904
Dortmund;0;2.500.001 - 5.000.000;4000000;17;14;20 - 49;291;291;291;27;27;535;523;27;2135.2935812410797;2997.090005467682
Fronhausen;0;500.001 - 2.500.000;750000;62;4;20 - 49;291;291;292;20;20;;;;1743.52539232668;1979.32682475019
Bonn;0;500.001 - 2.500.000;2185000;49;13;20 - 49;291;290;291;23;28;308;306;21;1938.6510925642797;2031.1813278195955
Zeven;0;500.001 - 2.500.000;2000000;49;31;20 - 49;291;290;291;29;29;9;9;0;1930.04456779548;2018.7797388683077
Hanau;0;2.500.001 - 5.000.000;3200000;39;14;20 - 49;291;291;291;35;36;;;;2117.0130939742794;2278.867105759823
Halle;0;5.000.001 - 25.000.000;8355516;41;16;20 - 49;291;290;291;26;26;62;60;5;1990.4088237154797;2922.6141484140408
Dortmund;0;500.001 - 2.500.000;1250000;61;13;10 - 19;291;290;291;12;14;498;486;29;1498.3802129314802;1840.8801467941912
Nordenham;0;500.001 - 2.500.000;800000;40;14;10 - 19;291;290;291;14;18;39;38;2;1780.13044491828;2260.1832823824525
Berlin;0;;;40;14;20 - 49;291;291;291;26;27;1842;1771;164;2787.504055166399;3123.5321531186487
Kubschütz;0;500.001 - 2.500.000;2050000;72;14;20 - 49;290;292;290;21;23;32;31;2;2549.00138718588;3185.1056494080276
Kassel;0;500.001 - 2.500.000;1600000;57;14;10 - 19;291;290;291;14;16;224;220;17;1507.0605911050798;1769.7386951185138
Marburg;0;500.001 - 2.500.000;1370000;40;16;20 - 49;291;291;291;23;28;53;52;3;2572.70679589668;2890.5338734765646
Hechingen;0;500.001 - 2.500.000;1000000;76;4;10 - 19;291;290;292;10;13;56;55;1;1309.30316996868;1948.8481716636625
Göttingen;0;;;85;4;20 - 49;291;291;291;28;33;101;99;2;2010.1303720906803;2885.327340555581
Berlin;0;500.001 - 2.500.000;680000;17;14;10 - 19;291;290;291;10;11;2976;2860;294;1350.2119519247997;2132.9904811132747
Köln;0;;;9;31;20 - 49;291;291;291;45;46;842;833;32;2174.9634935435997;2897.5688893274373
Henstedt-Ulzburg;0;100.001 - 250.000;125000;63;22;20 - 49;291;291;291;23;23;203;188;33;1486.81694720748;2209.6429810797345
Mühlenbeck;0;500.001 - 2.500.000;1600000;39;14;20 - 49;291;290;291;24;29;416;406;24;1945.6956667954798;2603.7769366818184
Eslohe;0;250.001 - 500.000;400000;50;4;20 - 49;291;290;292;20;22;8;8;0;1520.7363519478804;1552.0451633742866
Berlin;0;2.500.001 - 5.000.000;3570360;85;16;20 - 49;291;291;291;20;21;1493;1440;155;2043.154690544399;2399.95027563667
Frankfurt;0;2.500.001 - 5.000.000;2800000;62;13;10 - 19;291;291;291;14;18;899;870;80;1712.6687165159994;2636.6109088760013
Frankfurt;0;;;9;14;10 - 19;291;290;291;15;18;801;773;71;1662.8415499967991;2357.605031794807
Wuppertal;0;500.001 - 2.500.000;2500000;44;14;20 - 49;291;290;291;42;44;;;;3058.468217518681;3684.4486715988814
Apen;0;500.001 - 2.500.000;2400000;40;14;10 - 19;291;290;291;12;16;;;;1932.3365156854793;2816.1897320393527
Hirschberg;0;500.001 - 2.500.000;2000000;43;14;20 - 49;291;291;291;30;34;365;353;30;1962.9712989394798;2227.958560188706
Illingen;0;500.001 - 2.500.000;1907220;42;4;20 - 49;291;290;290;22;23;111;111;9;2002.24440552348;2882.901296198309
Wolfsburg;0;500.001 - 2.500.000;1500000;49;14;20 - 49;291;291;291;20;22;;;;1855.7841748282794;2346.0871876174533
Köln;0;2.500.001 - 5.000.000;3050000;15;14;10 - 19;291;291;291;10;15;466;463;18;1659.2129387362793;1828.6865366520249
Dortmund;0;500.001 - 2.500.000;872000;43;4;10 - 19;291;291;291;10;10;501;489;29;1359.19314612348;1968.5940353273656
Oelsnitz;0;5.000.001 - 25.000.000;6350000;44;14;20 - 49;291;292;291;33;34;57;56;2;3119.8673120242815;3933.4672374834126
Heidelberg;0;bis 100.000;25000;55;14;20 - 49;291;291;291;25;28;313;310;19;1486.81694720748;1765.2104215934305
Wiesbaden;0;;;71;14;20 - 49;291;291;291;20;25;;;;1901.6592313282795;2520.9784934466347
Ebersbach-Neugersdorf;0;500.001 - 2.500.000;850000;43;31;10 - 19;291;290;292;10;14;17;17;1;1274.10600514068;1961.3782027546695
Lahntal;0;5.000.001 - 25.000.000;7000000;42;14;10 - 19;291;291;292;16;17;45;44;2;1799.3851728814798;2162.8109492991744
Karlstadt;0;500.001 - 2.500.000;828371;69;14;10 - 19;291;291;290;14;18;26;26;1;1381.8332040634803;2121.8654994680637
Biedenkopf;0;25.000.001 - 50.000.000;33000000;42;14;10 - 19;291;290;292;10;13;18;18;0;1526.4240474934802;1824.2385481173649
Dortmund;0;2.500.001 - 5.000.000;3400000;40;16;20 - 49;291;291;291;25;30;519;506;29;2941.885897490279;3887.541875411701
Sohland;0;2.500.001 - 5.000.000;3000000;24;14;20 - 49;291;291;292;37;38;18;18;0;2036.2738226806803;2599.888420669345
Leipzig;0;2.500.001 - 5.000.000;3050000;40;14;10 - 19;291;291;291;18;21;570;567;21;2795.898815450279;3403.8961573163933
Hungen;0;;;42;20;10 - 19;291;291;291;16;17;35;35;2;1734.5326861306803;2457.0704898860895
Achern;0;;;78;28;20 - 49;290;290;291;30;30;61;61;1;2046.8877100666803;2477.8198803811624
Köln;0;5.000.001 - 25.000.000;22325000;38;20;20 - 49;291;291;291;23;25;1055;1041;50;1915.1468070839992;2259.7060789517036
Magdeburg;0;500.001 - 2.500.000;666000;85;13;20 - 49;291;290;291;20;22;187;186;6;1639.4352806794795;2479.142092509887
Münsterhausen;0;2.500.001 - 5.000.000;5000000;57;14;10 - 19;291;292;292;15;18;18;17;1;1617.6934770334797;2096.4374487539394
Herborn;0;500.001 - 2.500.000;700000;50;4;20 - 49;291;291;291;26;29;56;55;2;1679.8038322306802;1840.0438970011553
Syrgenstein;0;500.001 - 2.500.000;955000;40;14;10 - 19;291;291;291;12;16;41;40;1;1471.8187088254801;2349.795044982295
Pößneck;0;100.001 - 250.000;150000;40;4;10 - 19;291;290;291;10;11;15;15;3;1276.5099256654798;1571.7124347159065
Frankfurt;0;5.000.001 - 25.000.000;6200000;61;4;10 - 19;291;291;291;12;14;896;867;78;1706.2359046463994;1754.7826053887486
Segnitz;0;500.001 - 2.500.000;925000;72;16;20 - 49;291;291;292;23;24;34;34;1;1804.8675021898803;2493.8859031199527
Dortmund;0;500.001 - 2.500.000;1800000;40;14;10 - 19;291;290;291;11;15;448;437;30;1960.7043200255991;2512.6974886095068
Weilheim;0;2.500.001 - 5.000.000;3000000;17;14;20 - 49;291;291;291;26;28;;;;2086.63578390828;2270.14047468709
Aumühle;0;2.500.001 - 5.000.000;3250000;49;16;20 - 49;291;291;290;20;22;161;131;39;1929.92159672028;2429.2146287134824
Großostheim;0;5.000.001 - 25.000.000;11200000;27;14;20 - 49;291;291;291;49;51;134;131;8;2079.3106965730794;2910.9936310157386
Bad Kreuznach;0;500.001 - 2.500.000;1145000;50;14;20 - 49;291;290;291;23;23;48;48;2;1768.6710999586799;2615.1137793979483
Hamm;0;;;49;4;20 - 49;291;291;291;41;42;117;112;12;1931.8849081162798;2791.2546991239715
Ettlingen;0;;;62;16;10 - 19;291;291;291;13;14;350;343;20;1763.1400842574794;2688.801228612386
Ainring;0;2.500.001 - 5.000.000;3500000;42;14;20 - 49;291;291;290;38;40;21;21;1;2042.78736827148;2785.2593812385107
Lauenburg;0;;;78;28;20 - 49;290;291;291;20;23;20;19;1;2017.4873280706802;2645.384056967543
Arnsberg;0;5.000.001 - 25.000.000;19000000;60;14;20 - 49;291;291;290;20;22;45;44;2;1865.95662124308;2668.4388410829597
Fürstenwalde;0;;;43;24;20 - 49;291;290;292;31;32;;;;1911.13558001268;2701.1478852198916
Solingen;0;500.001 - 2.500.000;760000;31;31;10 - 19;291;290;290;11;15;424;416;26;1351.1298067642801;2164.62215462912
Eydelstedt;0;500.001 - 2.500.000;847126;24;14;10 - 19;291;291;292;13;14;19;19;2;1367.72817923268;2001.6978004568589
Hamburg;0;500.001 - 2.500.000;1800000;50;31;20 - 49;291;290;291;25;26;329;270;84;2037.2232802474796;2898.334723662275
Schwerte;0;500.001 - 2.500.000;2000000;27;14;10 - 19;291;290;291;18;22;349;343;15;1934.51802849948;2490.0466452308733
Wetzlar;0;5.000.001 - 25.000.000;12900000;27;14;20 - 49;291;291;291;40;40;;;;1894.3826939146797;1991.3780473224906
Düsseldorf;0;500.001 - 2.500.000;750500;42;14;10 - 19;291;290;291;10;11;813;803;54;1498.0394730888;1664.4623412856038
Fulda;0;500.001 - 2.500.000;2063000;62;14;20 - 49;291;291;291;25;25;107;103;9;2044.5229554934795;2136.7885974383107
Hamburg;0;;;42;14;10 - 19;291;290;291;11;14;94;83;16;1525.79141569068;1782.4590483897136
Barsbüttel;0;2.500.001 - 5.000.000;4400000;24;14;20 - 49;291;291;291;41;45;588;474;180;2104.644583081079;2313.5604873410725
Bergkirchen;0;5.000.001 - 25.000.000;20000000;42;14;20 - 49;291;291;291;20;24;294;288;21;1840.5773592958797;2103.1797919562905
Kaufering;0;500.001 - 2.500.000;1600000;40;16;10 - 19;291;291;291;18;22;54;53;2;2426.71971385668;3207.0930802090434
Marl;0;5.000.001 - 25.000.000;15000000;43;20;20 - 49;291;291;291;45;49;261;259;17;1839.4423907866797;2740.9074344367405
Herborn;0;2.500.001 - 5.000.000;3350976;26;14;10 - 19;291;291;290;17;20;46;46;1;1925.9203841674803;2846.624960127547
Langweid;0;2.500.001 - 5.000.000;2601500;42;4;10 - 19;291;292;290;10;12;84;83;7;1566.0369961666804;2430.7767226794144
Fernwald;0;5.000.001 - 25.000.000;6828968;9;16;20 - 49;291;290;291;46;46;107;107;4;2060.5612970410793;2527.0852889152616
Solingen;0;500.001 - 2.500.000;1000000;47;18;10 - 19;291;290;290;13;16;444;434;26;1841.5598223166796;2691.7766928247497
Hamburg;0;2.500.001 - 5.000.000;5000000;41;15;20 - 49;291;291;291;33;34;;;;2091.6511988050797;2988.1355611532745
Köln;0;;;55;14;20 - 49;291;291;291;46;46;1056;1042;50;2194.2751717235997;2950.9229320363165
Erkrath;0;;;62;14;20 - 49;291;291;291;22;24;689;685;35;2134.8994905334794;2205.1982447355063
Mommenheim;0;500.001 - 2.500.000;1800000;47;16;10 - 19;291;290;291;19;24;93;92;2;2473.5662756278803;3038.6384986039106
Bammental;0;250.001 - 500.000;380000;1;4;10 - 19;291;291;291;11;13;219;218;9;1179.70818424428;1462.2717820084026
St. Wendel;0;250.001 - 500.000;500000;82;4;10 - 19;291;291;290;19;23;46;45;5;1525.9752579898804;1813.3185967996951
Göppingen;0;500.001 - 2.500.000;1592600;15;14;10 - 19;291;292;291;11;13;287;283;13;1527.1374269002802;1963.3606604814886
Aachen;0;5.000.001 - 25.000.000;20000000;41;14;20 - 49;291;291;291;34;35;339;337;12;1792.1733088318797;2167.241230031241
Hamburg;0;500.001 - 2.500.000;2200000;55;3;10 - 19;291;291;291;15;16;;;;1611.2066615914796;1717.5426426949473
Sonnefeld;0;500.001 - 2.500.000;1400000;15;31;10 - 19;291;292;291;14;15;46;44;5;1568.99874449148;1720.12577936823
Würzburg;0;5.000.001 - 25.000.000;14000000;36;14;20 - 49;291;291;291;37;38;173;170;9;1894.3826939146797;2781.255445975723
Mülheim-Kärlich;0;;;1;16;20 - 49;291;291;291;25;29;203;198;22;2017.9116020674799;2169.048048888902
Meerbusch;0;;;27;3;20 - 49;291;291;290;20;22;474;465;26;2002.3094199034795;2693.9084545815945
Annaberg-Buchholz;0;2.500.001 - 5.000.000;4700000;65;14;20 - 49;291;290;291;43;46;87;84;11;2089.11814976028;2832.7698443379613
Berlin;0;;;69;31;10 - 19;291;291;291;15;15;3052;2927;309;1503.1892001167992;2117.850920799235
Hof;0;2.500.001 - 5.000.000;3342748;62;14;20 - 49;291;291;290;42;44;60;59;3;2018.7135869518802;2054.331624582545
Düsseldorf;0;;;62;14;50 - 99;291;290;291;50;53;885;873;60;2136.4528323107997;2683.775137060409
Berlin;0;500.001 - 2.500.000;1200000;42;20;20 - 49;291;291;291;39;42;1737;1665;168;1798.4842486715993;2661.995357669126
Esslingen;0;;;42;14;20 - 49;291;291;291;40;43;501;493;34;2066.9516927674795;3061.300206322523
Kallstadt;0;250.001 - 500.000;265000;50;20;20 - 49;291;291;291;25;26;94;93;5;1588.6914170146802;2209.500025005996
Lauchhammer;0;2.500.001 - 5.000.000;2776683;40;16;20 - 49;291;291;292;29;31;19;18;2;2841.3151175818803;3278.2117021092736
Haßfurt;0;;;74;4;50 - 99;291;291;292;50;54;16;16;1;1879.0205304046804;2657.9004414428937
Nordhorn;0;500.001 - 2.500.000;2200000;40;14;10 - 19;291;290;292;19;22;;;;2525.7805061028;2674.067285052284
Hamburg;0;100.001 - 250.000;200000;44;14;20 - 49;291;291;291;37;39;1693;1295;639;1573.9619634347994;1795.036399351523
Wernigerode;0;500.001 - 2.500.000;2000000;40;4;20 - 49;291;290;292;21;21;17;17;0;2824.8282925786802;3409.7234387044914
Buchholz;0;;;61;20;20 - 49;291;290;291;40;44;78;77;2;2009.30507729868;2938.0411046324716
Wees;0;5.000.001 - 25.000.000;5900000;42;14;20 - 49;291;292;290;21;21;34;34;0;2041.3037898082798;2387.7583380984756
Weyhe;0;500.001 - 2.500.000;2200000;40;14;20 - 49;291;290;291;20;22;116;112;10;3124.421543800679;3257.4867310191985
Dortmund;0;500.001 - 2.500.000;1700000;48;14;20 - 49;291;290;291;25;25;477;465;30;1987.691183264279;2216.06985531794
Ludwigshafen;0;2.500.001 - 5.000.000;4111284;68;14;20 - 49;291;290;291;32;32;511;499;36;2135.2935812410797;2913.4903917864785
Berlin;0;2.500.001 - 5.000.000;4091963;65;14;20 - 49;291;291;291;31;31;3069;2948;311;1957.0982991251994;2030.3909557966222
Wermelskirchen;0;;;43;14;20 - 49;291;290;291;30;35;182;177;13;1927.74112015548;1956.2971663828514
Leonberg;0;;;44;31;20 - 49;291;292;292;27;27;3;3;0;2611.43818173108;3581.2129129002683
Würzburg;0;500.001 - 2.500.000;1950000;55;14;20 - 49;291;291;291;21;24;;;;1988.5112200714798;2586.011499117054
Rödermark;0;500.001 - 2.500.000;1850000;44;4;10 - 19;291;291;291;18;23;210;205;11;3022.218502510681;3865.601660289792
Hille;0;500.001 - 2.500.000;565000;72;31;10 - 19;291;290;291;10;10;84;84;3;1269.33845577348;2143.789240062295
Stuhr;0;;;40;14;20 - 49;291;290;291;33;38;305;295;24;3145.928412640679;3784.291656445822
Buchholz;0;500.001 - 2.500.000;1000000;13;14;20 - 49;291;290;291;25;27;89;88;2;1670.6611909234798;1854.8237727258017
Hamburg;0;2.500.001 - 5.000.000;3239381;42;14;10 - 19;291;291;291;13;14;1343;1047;485;1747.6772310095992;1845.6768876327237
Alzey;0;2.500.001 - 5.000.000;2725000;30;14;10 - 19;291;290;291;17;19;38;38;2;1910.8520711506806;1935.3286141311842
Oberhausen;0;250.001 - 500.000;380000;72;4;20 - 49;291;291;291;41;46;604;597;27;1779.14318060148;2396.5424011825216
Stendal;0;100.001 - 250.000;200000;72;49;20 - 49;291;291;291;21;26;24;24;0;1478.7358299526802;2276.5788634687124
Haren;0;5.000.001 - 25.000.000;8200000;43;4;20 - 49;290;290;292;25;29;;;;1981.4356866142798;2745.9959072250886
Kleinwallstadt;0;;;69;4;10 - 19;291;290;290;13;13;34;32;3;1568.1835407466801;1945.2853389225997
Pulheim;0;500.001 - 2.500.000;1500000;50;14;20 - 49;291;290;291;42;45;599;593;33;2044.1852858074794;2888.089140336298
Sehmatal-Cranzahl;0;500.001 - 2.500.000;2500000;15;14;20 - 49;290;290;292;40;44;;;;1982.55666239268;2810.0045076629294
Marl;0;;;61;4;20 - 49;291;290;291;27;31;273;268;20;2011.1454176194802;2322.1599492154887
Michelstadt;0;5.000.001 - 25.000.000;6900000;27;14;20 - 49;291;292;292;27;28;14;14;0;2044.25024422548;2788.4589955129513
Gudensberg;0;500.001 - 2.500.000;2300000;31;14;20 - 49;291;290;292;25;25;26;26;0;1992.69953715588;2930.8549446670686
Geretsried;0;500.001 - 2.500.000;810000;65;14;10 - 19;291;291;291;16;17;52;52;1;1560.16556453148;2520.169452830288
Werpeloh;0;5.000.001 - 25.000.000;5016122;40;14;20 - 49;291;290;292;42;42;8;8;0;2828.2599499234793;3205.4562097330004
Reichenbach;0;2.500.001 - 5.000.000;2700000;40;14;20 - 49;290;292;290;28;29;58;58;5;2849.01964562868;3674.070968870051
Werdau;0;500.001 - 2.500.000;1184406;43;4;20 - 49;291;290;291;27;28;125;123;8;1822.69150671948;1992.6024996301346
Oranienbaum-Wörlitz;0;500.001 - 2.500.000;1920000;40;14;20 - 49;291;290;290;30;34;99;98;4;2691.53787778068;3562.371695076684
Chemnitz;0;500.001 - 2.500.000;1400000;85;14;10 - 19;291;290;291;15;17;;;;1577.6052692602798;1892.7774053008618
Ilsfeld;0;2.500.001 - 5.000.000;4000000;27;14;20 - 49;291;290;291;30;34;185;184;5;2097.72467452908;2527.7547838050004
Lippstadt;0;500.001 - 2.500.000;670000;85;13;20 - 49;291;291;291;42;45;43;38;9;1667.82061714668;1886.2112605610982
Sebnitz;0;500.001 - 2.500.000;2000000;12;14;20 - 49;290;290;292;45;49;15;13;2;1894.68962812068;2599.2532582226813
Hamminkeln;0;2.500.001 - 5.000.000;2900000;27;14;20 - 49;291;291;290;26;31;;;;2002.36163926668;2222.9803496926247
Düsseldorf;0;;;43;14;20 - 49;291;291;291;25;28;756;745;50;2139.3348685955993;2988.1502567548237
Paderborn;0;500.001 - 2.500.000;2200000;24;14;20 - 49;291;291;291;35;37;99;94;7;1984.1551809826801;2917.209879800576
